6.936638355255126953e-01,9.460479021072387695e-01
6.515401601791381836e-01,5.346217155456542969e-01
8.040884733200073242e-01,7.138847112655639648e-01
6.908987760543823242e-01,9.970585107803344727e-01
1.770062446594238281e-01,9.232615232467651367e-01
6.529986858367919922e-01,7.399015426635742188e-01
3.370612859725952148e-01,2.540057599544525146e-01
9.754714369773864746e-01,9.246182441711425781e-01
3.258228302001953125e-01,7.686046361923217773e-01
6.563415527343750000e-01,1.518440246582031250e-01
9.390864372253417969e-01,6.680929660797119141e-01
7.084069252014160156e-01,7.858378887176513672e-01
7.315557003021240234e-01,3.688389360904693604e-01
9.273585081100463867e-01,8.149741888046264648e-01
3.002609014511108398e-01,9.682985544204711914e-01
3.940156102180480957e-01,6.535992026329040527e-02
6.663251519203186035e-01,1.704743802547454834e-01
2.933482825756072998e-01,8.471380472183227539e-01
2.357704937458038330e-01,8.409267663955688477e-01
3.553187847137451172e-01,7.022039890289306641e-01
4.584494978189468384e-02,7.471383810043334961e-01
1.726713925600051880e-01,1.894430071115493774e-01
7.066696882247924805e-02,6.016167402267456055e-01
4.219407439231872559e-01,2.166369557380676270e-01
9.358983039855957031e-01,8.875933885574340820e-01
1.169183552265167236e-01,8.085950016975402832e-01
6.737470626831054688e-01,1.844716668128967285e-01
4.852194786071777344e-01,1.430111676454544067e-01
4.935521483421325684e-01,7.066600322723388672e-01
5.413230657577514648e-01,4.943470954895019531e-01
8.066960573196411133e-01,5.722400546073913574e-01
1.120441257953643799e-01,7.447065114974975586e-01
5.764910578727722168e-01,9.836030006408691406e-02
3.732770085334777832e-01,2.437597215175628662e-01
1.404565870761871338e-01,8.047913312911987305e-01
8.325656056404113770e-01,4.402271509170532227e-01
7.912256121635437012e-01,2.492355257272720337e-01
2.052169144153594971e-01,8.783368468284606934e-01
5.293257907032966614e-02,2.499773204326629639e-01
9.926623106002807617e-01,4.653930068016052246e-01
2.379252910614013672e-01,9.508697986602783203e-01
5.947093963623046875e-01,9.847659468650817871e-01
5.537645816802978516e-01,8.074705004692077637e-01
4.241543114185333252e-01,7.534657716751098633e-01
5.251491069793701172e-01,1.134127527475357056e-01
6.771181821823120117e-01,4.892918467521667480e-01
4.136086106300354004e-01,9.278143048286437988e-01
8.725668489933013916e-02,8.752923011779785156e-01
3.052092343568801880e-02,2.861928939819335938e-01
7.564193010330200195e-01,3.587770462036132812e-02
3.927781879901885986e-01,5.772857069969177246e-01
2.169162780046463013e-01,2.710208594799041748e-01
8.640860319137573242e-01,1.073111146688461304e-01
3.848133683204650879e-01,7.305352687835693359e-01
6.275011301040649414e-01,8.210240304470062256e-02
5.146529674530029297e-01,2.560274600982666016e-01
8.895376920700073242e-01,7.403835058212280273e-01
4.428326785564422607e-01,8.005650043487548828e-01
7.539972066879272461e-01,9.028372168540954590e-01
9.561294317245483398e-02,4.742604494094848633e-01
3.696457743644714355e-01,2.876161038875579834e-01
7.562412023544311523e-01,6.319952607154846191e-01
9.835973978042602539e-01,3.352654874324798584e-01
3.122864365577697754e-01,3.614756464958190918e-01
3.486918210983276367e-01,2.731592655181884766e-01
2.311602532863616943e-01,3.479228615760803223e-01
9.855457544326782227e-01,9.613897800445556641e-01
6.912244558334350586e-01,3.204005360603332520e-01
1.902633905410766602e-01,9.155731201171875000e-01
9.851627945899963379e-01,7.277254462242126465e-01
8.068282902240753174e-02,8.324989080429077148e-01
1.386582255363464355e-01,2.443465441465377808e-01
3.972316980361938477e-01,6.649520397186279297e-01
8.564397096633911133e-01,2.063694782555103302e-02
6.720342636108398438e-01,5.563390627503395081e-02
4.523486495018005371e-01,9.515103101730346680e-01
4.904670417308807373e-01,5.085763335227966309e-02
8.873167634010314941e-02,2.663696650415658951e-03
1.693747341632843018e-01,4.305331408977508545e-01
1.916107237339019775e-01,5.845091342926025391e-01
7.276324033737182617e-01,6.491444706916809082e-01
7.526090145111083984e-01,3.104894459247589111e-01
2.116648554801940918e-01,6.562805175781250000e-01
2.928508520126342773e-01,4.397614300251007080e-01
7.114971876144409180e-01,2.423245608806610107e-01
6.558511853218078613e-01,6.322110891342163086e-01
6.411029100418090820e-01,6.683970689773559570e-01
3.182989954948425293e-01,3.611576557159423828e-01
4.336267113685607910e-01,3.890556693077087402e-01
4.377195239067077637e-01,7.384252548217773438e-01
7.465506196022033691e-01,2.783517241477966309e-01
4.238540530204772949e-01,3.383297324180603027e-01
8.513663411140441895e-01,7.226481288671493530e-02
1.914092600345611572e-01,4.291913509368896484e-01
1.934458762407302856e-01,2.335699945688247681e-01
2.776956856250762939e-01,9.747791290283203125e-01
9.504721164703369141e-01,3.169559240341186523e-01
4.745005965232849121e-01,6.194545030593872070e-01
3.832107484340667725e-01,5.859252214431762695e-01
6.854916810989379883e-01,7.843494415283203125e-01
5.892441272735595703e-01,6.306400299072265625e-01
3.275176286697387695e-01,5.028038620948791504e-01
3.762785196304321289e-01,8.319453001022338867e-01
5.864042043685913086e-01,7.146347165107727051e-01
4.186350107192993164e-01,9.771514534950256348e-01
5.835788249969482422e-01,8.492385149002075195e-01
7.952310889959335327e-02,3.942366838455200195e-01
8.075759410858154297e-01,4.838158786296844482e-01
8.257791996002197266e-01,2.297213822603225708e-01
2.991677820682525635e-02,6.597815752029418945e-01
4.749217629432678223e-01,6.154308319091796875e-01
8.389748930931091309e-01,4.538357257843017578e-01
5.810542106628417969e-01,2.221410274505615234e-01
2.966486811637878418e-01,9.176346659660339355e-01
2.506395578384399414e-01,6.872554421424865723e-01
3.252117037773132324e-01,4.110799431800842285e-01
8.857423067092895508e-01,2.237480431795120239e-01
8.134346604347229004e-01,6.250059008598327637e-01
9.381091222167015076e-03,4.134560227394104004e-01
2.117991149425506592e-01,5.945751070976257324e-01
7.936685681343078613e-01,3.780741989612579346e-01
8.984798192977905273e-02,6.337031722068786621e-01
6.805773973464965820e-01,8.583261966705322266e-01
1.403712630271911621e-01,9.222295135259628296e-02
7.183037996292114258e-01,7.219381630420684814e-02
8.377776145935058594e-01,5.765600595623254776e-03
5.679710507392883301e-01,5.900961756706237793e-01
3.766540288925170898e-01,2.204014062881469727e-01
4.862537384033203125e-01,4.952296614646911621e-02
3.697305917739868164e-02,6.615652441978454590e-01
8.415027707815170288e-02,5.620022416114807129e-01
2.335349619388580322e-01,9.230870008468627930e-01
1.792525947093963623e-01,6.888715624809265137e-01
9.427454471588134766e-01,2.283324152231216431e-01
7.484011650085449219e-01,1.970295310020446777e-01
4.599209427833557129e-01,4.037836492061614990e-01
1.509588509798049927e-01,6.830565333366394043e-01
