1.862126141786575317e-01,9.059357643127441406e-01
7.495237588882446289e-01,1.477805227041244507e-01
7.589421272277832031e-01,9.694505929946899414e-01
2.388994023203849792e-02,2.798277139663696289e-01
7.390233278274536133e-01,7.481155991554260254e-01
9.308456778526306152e-01,1.605794280767440796e-01
7.217762470245361328e-01,9.988670349121093750e-01
7.550464868545532227e-01,6.143363714218139648e-01
2.479639053344726562e-01,8.644661866128444672e-03
7.466866970062255859e-01,2.509828209877014160e-01
1.369195282459259033e-01,7.131127268075942993e-02
5.299524962902069092e-02,1.045759320259094238e-01
5.241986364126205444e-02,1.830367743968963623e-01
3.523996472358703613e-02,6.562173366546630859e-01
2.875034213066101074e-01,5.219246149063110352e-01
9.926110506057739258e-01,1.513698101043701172e-01
3.364566862583160400e-01,4.484350681304931641e-01
5.616405010223388672e-01,8.982980847358703613e-01
1.057064384222030640e-01,3.729062080383300781e-01
4.317383766174316406e-01,5.017882585525512695e-01
6.076489090919494629e-01,5.489472746849060059e-01
5.807675123214721680e-01,5.856022238731384277e-01
1.287507079541683197e-02,8.925944566726684570e-01
7.863653302192687988e-01,8.653658628463745117e-01
4.146283566951751709e-01,1.306457817554473877e-01
4.499481320381164551e-01,6.483098268508911133e-01
9.854764342308044434e-01,3.957890272140502930e-01
1.975972056388854980e-01,4.821738004684448242e-01
6.435992121696472168e-01,4.152573943138122559e-01
9.145624637603759766e-01,8.990735411643981934e-01
4.979721009731292725e-01,2.197260260581970215e-01
5.060897469520568848e-01,5.008116960525512695e-01
7.750000357627868652e-01,3.099068999290466309e-02
8.317013382911682129e-01,6.698417067527770996e-01
8.167880028486251831e-02,3.337196707725524902e-01
6.752274036407470703e-01,8.212559223175048828e-01
2.490480244159698486e-02,1.146960165351629257e-02
8.100473880767822266e-01,1.134111434221267700e-01
9.215128421783447266e-02,2.246980518102645874e-01
1.594791710376739502e-01,6.172673702239990234e-01
6.530386209487915039e-01,4.699112176895141602e-01
9.570201039314270020e-01,1.804881989955902100e-01
3.022439479827880859e-01,5.420770645141601562e-01
9.162388741970062256e-02,6.970338821411132812e-01
